Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
404,2014-10-02,Karnataka,Bangalore,"KHB Industrial Area, Near R.R. Founders, Yelahanka, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12.0,29.0,39.0,
458,2014-10-02,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,19.0,27.0,
406,2014-10-02,Karnataka,Bangalore,"Victoria Hospital, Bangalore",Karnataka State Pollution Control Board,Sensitive Area,15.0,29.0,92.0,
328,2014-10-02,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,11.0,23.0,65.0,
78,2014-10-02,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,28.0,224.0,
676,2014-10-02,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,23.0,50.0,
679,2014-10-02,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",2.0,5.0,44.0,
680,2014-10-02,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,4.0,7.0,23.0,
77,2014-10-02,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12.0,28.0,49.0,
459,2014-10-02,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,4.0,15.0,149.0,
431,2014-10-02,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,19.0,114.0,
405,2014-10-02,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13.0,28.0,55.0,
404,2014-10-03,Karnataka,Bangalore,"KHB Industrial Area, Near R.R. Founders, Yelahanka, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,30.0,102.0,
405,2014-10-03,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,17.0,29.0,157.0,
406,2014-10-03,Karnataka,Bangalore,"Victoria Hospital, Bangalore",Karnataka State Pollution Control Board,Sensitive Area,11.0,31.0,123.0,
676,2014-10-03,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,23.0,30.0,
673,2014-10-03,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,3.0,7.0,95.0,
685,2014-10-03,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13.0,18.0,199.0,
680,2014-10-03,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,6.0,10.0,28.0,
328,2014-10-03,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,12.0,23.0,61.0,
431,2014-10-03,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,17.0,102.0,
679,2014-10-03,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",3.0,6.0,41.0,
77,2014-10-03,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,17.0,30.0,195.0,
78,2014-10-03,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13.0,30.0,314.0,
404,2014-10-04,Karnataka,Bangalore,"KHB Industrial Area, Near R.R. Founders, Yelahanka, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16.0,29.0,96.0,
673,2014-10-04,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,4.0,8.0,70.0,
432,2014-10-04,Karnataka,Dharwad,"Lakkamanahalli Industrial Area, Dharwar",Karnataka State Pollution Control Board,Industrial Area,4.0,22.0,112.0,
328,2014-10-04,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,11.0,23.0,99.0,
431,2014-10-04,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",4.0,23.0,132.0,
458,2014-10-04,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,19.0,28.0,
405,2014-10-04,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,30.0,154.0,
680,2014-10-04,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,4.0,8.0,49.0,
679,2014-10-04,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",4.0,8.0,60.0,
460,2014-10-05,Karnataka,Belgaum,"Karnataka SPCB Office Building, Belgaum",Karnataka State Pollution Control Board,Industrial Area,2.0,9.0,70.0,
598,2014-10-06,Karnataka,Bangalore,"Department of Environmental Science, Jnanabharathi Campus, Bangalore University",Karnataka State Pollution Control Board,Sensitive Area,10.0,11.0,43.0,
685,2014-10-06,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",9.0,14.0,87.0,
40,2014-10-06,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg., Mysore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,24.0,45.0,
457,2014-10-06,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15.0,30.0,142.0,
674,2014-10-06,Karnataka,Davangere,"Mothi Talkies P.B. Road, Devengere",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,10.0,99.0,
459,2014-10-06,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,4.0,8.0,45.0,
683,2014-10-06,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,13.0,44.0,
77,2014-10-06,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,13.0,28.0,144.0,
488,2014-10-06,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,7.0,8.0,42.0,
676,2014-10-07,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,23.0,28.0,
432,2014-10-07,Karnataka,Dharwad,"Lakkamanahalli Industrial Area, Dharwar",Karnataka State Pollution Control Board,Industrial Area,4.0,16.0,49.0,
679,2014-10-07,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",3.0,6.0,43.0,
680,2014-10-07,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,5.0,11.0,41.0,
431,2014-10-07,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,16.0,75.0,
406,2014-10-07,Karnataka,Bangalore,"Victoria Hospital, Bangalore",Karnataka State Pollution Control Board,Sensitive Area,13.0,28.0,59.0,
78,2014-10-07,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16.0,30.0,149.0,
598,2014-10-07,Karnataka,Bangalore,"Department of Environmental Science, Jnanabharathi Campus, Bangalore University",Karnataka State Pollution Control Board,Sensitive Area,7.0,11.0,43.0,
458,2014-10-07,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,19.0,24.0,
673,2014-10-07,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,4.0,6.0,50.0,
328,2014-10-07,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,11.0,21.0,37.0,
77,2014-10-07,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12.0,29.0,107.0,
598,2014-10-09,Karnataka,Bangalore,"Department of Environmental Science, Jnanabharathi Campus, Bangalore University",Karnataka State Pollution Control Board,Sensitive Area,6.0,8.0,31.0,
78,2014-10-09,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14.0,29.0,151.0,
460,2014-10-09,Karnataka,Belgaum,"Karnataka SPCB Office Building, Belgaum",Karnataka State Pollution Control Board,Industrial Area,2.0,8.0,,
457,2014-10-09,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,29.0,69.0,
77,2014-10-10,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,31.0,390.0,
405,2014-10-10,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,14.0,29.0,127.0,
685,2014-10-10,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,9.0,104.0,
685,2014-10-10,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,28.0,127.0,
78,2014-10-10,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15.0,31.0,229.0,
457,2014-10-10,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",10.0,26.0,92.0,
685,2014-10-10,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,27.0,121.0,
404,2014-10-10,Karnataka,Bangalore,"KHB Industrial Area, Near R.R. Founders, Yelahanka, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12.0,29.0,85.0,
459,2014-10-10,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,4.0,22.0,57.0,
683,2014-10-10,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,10.0,36.0,
675,2014-10-10,Karnataka,Ranebennur,"HPF Ltd., Water intake well, Ranebennur",Karnataka State Pollution Control Board,Industrial Area,4.0,8.0,49.0,
488,2014-10-10,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,10.0,11.0,35.0,
328,2014-10-11,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,10.0,22.0,55.0,
673,2014-10-11,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,4.0,5.0,68.0,
458,2014-10-11,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,19.0,23.0,
679,2014-10-11,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",2.0,5.0,24.0,
431,2014-10-11,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,21.0,91.0,
676,2014-10-11,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,23.0,41.0,
680,2014-10-11,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,6.0,11.0,44.0,
458,2014-10-12,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,19.0,24.0,
406,2014-10-12,Karnataka,Bangalore,"Victoria Hospital, Bangalore",Karnataka State Pollution Control Board,Sensitive Area,14.0,29.0,162.0,
78,2014-10-12,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14.0,30.0,177.0,
460,2014-10-12,Karnataka,Belgaum,"Karnataka SPCB Office Building, Belgaum",Karnataka State Pollution Control Board,Industrial Area,2.0,9.0,,
457,2014-10-12,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,28.0,145.0,
685,2014-10-12,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",10.0,28.0,95.0,
458,2014-10-13,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,19.0,24.0,
679,2014-10-13,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",2.0,5.0,37.0,
673,2014-10-13,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,3.0,5.0,53.0,
676,2014-10-13,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,22.0,36.0,
328,2014-10-13,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,11.0,21.0,42.0,
431,2014-10-13,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",4.0,17.0,94.0,
680,2014-10-13,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,3.0,5.0,35.0,
404,2014-10-14,Karnataka,Bangalore,"KHB Industrial Area, Near R.R. Founders, Yelahanka, Bangalore",Karnataka State Pollution Control Board,Industrial Area,10.0,28.0,83.0,
598,2014-10-14,Karnataka,Bangalore,"Department of Environmental Science, Jnanabharathi Campus, Bangalore University",Karnataka State Pollution Control Board,Sensitive Area,7.0,26.0,28.0,
432,2014-10-14,Karnataka,Dharwad,"Lakkamanahalli Industrial Area, Dharwar",Karnataka State Pollution Control Board,Industrial Area,4.0,19.0,61.0,
405,2014-10-14,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,12.0,44.0,153.0,
685,2014-10-14,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,8.0,91.0,
683,2014-10-14,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,12.0,84.0,
40,2014-10-14,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg., Mysore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",10.0,22.0,47.0,
459,2014-10-14,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,3.0,21.0,75.0,
488,2014-10-14,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,7.0,6.0,35.0,
78,2014-10-14,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16.0,31.0,160.0,
675,2014-10-14,Karnataka,Ranebennur,"HPF Ltd., Water intake well, Ranebennur",Karnataka State Pollution Control Board,Industrial Area,3.0,6.0,34.0,
406,2014-10-14,Karnataka,Bangalore,"Victoria Hospital, Bangalore",Karnataka State Pollution Control Board,Sensitive Area,12.0,27.0,81.0,
77,2014-10-14,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,31.0,638.0,
458,2014-10-15,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,19.0,25.0,
457,2014-10-15,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,27.0,110.0,
328,2014-10-15,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,11.0,21.0,44.0,
685,2014-10-15,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,27.0,154.0,
598,2014-10-15,Karnataka,Bangalore,"Department of Environmental Science, Jnanabharathi Campus, Bangalore University",Karnataka State Pollution Control Board,Sensitive Area,9.0,16.0,37.0,
460,2014-10-15,Karnataka,Belgaum,"Karnataka SPCB Office Building, Belgaum",Karnataka State Pollution Control Board,Industrial Area,2.0,6.0,,
404,2014-10-16,Karnataka,Bangalore,"KHB Industrial Area, Near R.R. Founders, Yelahanka, Bangalore",Karnataka State Pollution Control Board,Industrial Area,11.0,27.0,52.0,
405,2014-10-16,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,33.0,33.0,90.0,
40,2014-10-16,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg., Mysore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",10.0,22.0,48.0,
78,2014-10-16,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14.0,30.0,440.0,
431,2014-10-16,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",4.0,18.0,98.0,
432,2014-10-16,Karnataka,Dharwad,"Lakkamanahalli Industrial Area, Dharwar",Karnataka State Pollution Control Board,Industrial Area,4.0,17.0,95.0,
680,2014-10-16,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,3.0,7.0,35.0,
77,2014-10-16,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,15.0,32.0,464.0,
406,2014-10-16,Karnataka,Bangalore,"Victoria Hospital, Bangalore",Karnataka State Pollution Control Board,Sensitive Area,11.0,27.0,88.0,
673,2014-10-16,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,3.0,5.0,40.0,
679,2014-10-16,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",3.0,5.0,49.0,
458,2014-10-17,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,19.0,22.0,
675,2014-10-17,Karnataka,Ranebennur,"HPF Ltd., Water intake well, Ranebennur",Karnataka State Pollution Control Board,Industrial Area,3.0,5.0,35.0,
488,2014-10-17,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,8.0,10.0,39.0,
683,2014-10-17,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,13.0,93.0,
685,2014-10-17,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,11.0,94.0,
598,2014-10-17,Karnataka,Bangalore,"Department of Environmental Science, Jnanabharathi Campus, Bangalore University",Karnataka State Pollution Control Board,Sensitive Area,7.0,13.0,29.0,
457,2014-10-17,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",12.0,29.0,101.0,
459,2014-10-17,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,2.0,15.0,60.0,
328,2014-10-17,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,11.0,22.0,41.0,
676,2014-10-17,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,21.0,35.0,
673,2014-10-18,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,3.0,7.0,61.0,
685,2014-10-18,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",10.0,26.0,45.0,
405,2014-10-18,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,10.0,31.0,80.0,
78,2014-10-18,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",14.0,32.0,230.0,
40,2014-10-18,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg., Mysore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,23.0,46.0,
685,2014-10-20,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",7.0,9.0,98.0,
458,2014-10-20,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,19.0,24.0,
598,2014-10-20,Karnataka,Bangalore,"Department of Environmental Science, Jnanabharathi Campus, Bangalore University",Karnataka State Pollution Control Board,Sensitive Area,7.0,15.0,27.0,
675,2014-10-20,Karnataka,Ranebennur,"HPF Ltd., Water intake well, Ranebennur",Karnataka State Pollution Control Board,Industrial Area,4.0,6.0,30.0,
679,2014-10-20,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",3.0,5.0,39.0,
431,2014-10-20,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",4.0,17.0,103.0,
676,2014-10-20,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,22.0,42.0,
328,2014-10-20,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,10.0,21.0,39.0,
680,2014-10-20,Karnataka,Shimoga,"The VISL, Oxygen Plant, Shimoga",Karnataka State Pollution Control Board,Industrial Area,4.0,8.0,33.0,
676,2014-10-21,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",10.0,21.0,30.0,
328,2014-10-21,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,11.0,22.0,33.0,
683,2014-10-21,Karnataka,Kolar,"KSPCB Office Premises, Kolar",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,11.0,51.0,
488,2014-10-21,Karnataka,Mangalore,"Stides Premises, Baikampady Industrial Area, Mangalore",Karnataka State Pollution Control Board,Industrial Area,6.0,6.0,32.0,
40,2014-10-21,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg., Mysore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",13.0,22.0,39.0,
685,2014-10-21,Karnataka,Tumkur,"Tumkur University, Tumkur",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",16.0,30.0,62.0,
459,2014-10-21,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,7.0,7.0,71.0,
673,2014-10-21,Karnataka,Davangere,"KSPCB Office Premises, Devengere",Karnataka State Pollution Control Board,Industrial Area,3.0,6.0,55.0,
405,2014-10-21,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,11.0,30.0,54.0,
432,2014-10-21,Karnataka,Dharwad,"Lakkamanahalli Industrial Area, Dharwar",Karnataka State Pollution Control Board,Industrial Area,4.0,18.0,87.0,
328,2014-10-22,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,17.0,29.0,48.0,
77,2014-10-22,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,18.0,35.0,408.0,
458,2014-10-22,Karnataka,Hassan,"Narashima Raja Circle, Hassan",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",6.0,20.0,27.0,
406,2014-10-22,Karnataka,Bangalore,"Victoria Hospital, Bangalore",Karnataka State Pollution Control Board,Sensitive Area,12.0,32.0,101.0,
404,2014-10-22,Karnataka,Bangalore,"KHB Industrial Area, Near R.R. Founders, Yelahanka, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16.0,33.0,128.0,
78,2014-10-22,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",19.0,33.0,384.0,
40,2014-10-22,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg., Mysore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",17.0,32.0,54.0,
457,2014-10-22,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",11.0,27.0,81.0,
676,2014-10-22,Karnataka,Mandya,"KSPCB Office Premises, Mandya",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15.0,25.0,40.0,
405,2014-10-22,Karnataka,Bangalore,"Peenya Industrial Area, Bangalore",Karnataka State Pollution Control Board,Industrial Area,16.0,32.0,112.0,
459,2014-10-22,Karnataka,Gulbarga,"Government Hospital, Gulbarga",Karnataka State Pollution Control Board,Sensitive Area,8.0,9.0,76.0,
328,2014-10-23,Karnataka,Mysore,"KSPCB Bldg. Hebbal Ind. Area, Mysore",Karnataka State Pollution Control Board,Industrial Area,15.0,26.0,36.0,
457,2014-10-23,Karnataka,Bangalore,"Yeshwanthpura, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",10.0,29.0,113.0,
77,2014-10-23,Karnataka,Bangalore,"Graphite India, White Field Road, Bangalore",Karnataka State Pollution Control Board,Industrial Area,17.0,34.0,359.0,
598,2014-10-23,Karnataka,Bangalore,"Department of Environmental Science, Jnanabharathi Campus, Bangalore University",Karnataka State Pollution Control Board,Sensitive Area,6.0,8.0,28.0,
431,2014-10-23,Karnataka,Hubli,"Rani Chennamma Circle, Hubli",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",5.0,19.0,93.0,
40,2014-10-23,Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg., Mysore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",15.0,26.0,48.0,
679,2014-10-23,Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",4.0,6.0,47.0,
78,2014-10-23,Karnataka,Bangalore,"AMCO Batteries, Mysore Road, Bangalore",Karnataka State Pollution Control Board,"Residential, Rural and other Areas",20.0,36.0,242.0,
